,order_number,order_date,ship_date,customer_name,channel,warehouse_code,suburb,product,order_quantity,city,unit_price,unit_cost,revenue
4338,SO - 0006524,2018-08-07,2018-08-13,Ei ,Wholesale,GUT930,South Hill,Product 7,11,Waitaki,1072.0,696.8000000000001,4127.199999999999
4339,SO - 0007305,2018-08-07,2018-08-11,U.S. Ltd,Distributor,GUT930,Whitianga,Product 13,5,Thames-Coromandel,623.1,267.933,1775.835
4340,SO - 0007465,2018-08-07,2018-08-14,U.S. Ltd,Wholesale,GUT930,Chartwell,Product 1,9,Hamilton,1038.5,747.72,2617.0199999999995
4341,SO - 000186,2018-08-08,2018-08-18,O.E. Ltd,Wholesale,GUT930,Queenwood,Product 2,8,Hamilton,2036.8,1262.816,6191.871999999999
4342,SO - 000275,2018-08-08,2018-08-17,Burt's Corp,Distributor,GUT930,Henderson,Product 7,10,Waitakere,104.52000000000001,83.616,209.0400000000001
4343,SO - 000306,2018-08-08,2018-08-25,O.E. Ltd,Distributor,GUT930,Northcote,Product 7,10,North Shore,1559.76,889.0631999999999,6706.968000000001
4344,SO - 0002046,2018-08-08,2018-08-12,OUR Ltd,Distributor,GUT930,Titirangi,Product 14,8,Waitakere,2552.7000000000003,1761.363,6330.696000000002
4345,SO - 0002546,2018-08-08,2018-08-21,Winthrop ,Distributor,GUT930,Grafton,Product 9,11,Auckland,502.5,422.09999999999997,884.4000000000003
4346,SO - 0002806,2018-08-08,2018-08-20,Ei ,Distributor,GUT930,Henderson,Product 13,9,Waitakere,1882.7,1430.852,4066.6319999999996
4347,SO - 0003646,2018-08-08,2018-08-16,Dharma Ltd,Wholesale,GUT930,Nightcaps,Product 1,9,Southland,3162.4,2624.792,4838.472000000002
4348,SO - 0005164,2018-08-08,2018-08-17,Procter Corp,Export,GUT930,Queenwood,Product 2,5,Hamilton,5404.622,3567.05052,9187.857400000003
4349,SO - 0005527,2018-08-08,2018-08-14,Dharma Ltd,Wholesale,GUT930,Barrington,Product 11,8,Christchurch,2110.5,1646.19,3714.4799999999996
4350,SO - 0007525,2018-08-08,2018-08-20,Wuxi Group,Export,GUT930,Henderson,Product 5,10,Waitakere,853.312,341.32480000000004,5119.871999999999
4351,SO - 000228,2018-08-09,2018-08-27,Ohio ,Distributor,GUT930,Dannevirke,Product 2,5,Tararua,809.6280000000002,534.3544800000001,1376.3676000000005
4352,SO - 000815,2018-08-09,2018-08-12,Linde ,Distributor,GUT930,Algies Bay,Product 10,11,Rodney,112.55999999999999,76.5408,396.21119999999985
4353,SO - 0001305,2018-08-09,2018-08-12,Bare ,Export,GUT930,Okitu,Product 1,8,Gisborne,659.28,520.8312,1107.5904
4354,SO - 0002000,2018-08-09,2018-08-22,E. Ltd,Wholesale,GUT930,Brightwater,Product 2,5,Tasman,2478.464,1462.29376,5080.851199999999
4355,SO - 0002757,2018-08-09,2018-08-20,Ohio ,Wholesale,GUT930,Queenwood,Product 1,11,Hamilton,100.5,62.309999999999995,420.09000000000003
4356,SO - 0004002,2018-08-09,2018-08-18,Nipro ,Distributor,GUT930,Parklands,Product 10,6,Christchurch,1535.64,1028.8788000000002,3040.5671999999995
4357,SO - 0006667,2018-08-09,2018-08-20,Llorens Ltd,Distributor,GUT930,Turangi,Product 12,10,Taupo,1277.824,690.0249600000002,5877.990399999999
4358,SO - 0006997,2018-08-09,2018-08-17,Ei ,Wholesale,GUT930,Opawa,Product 5,7,Christchurch,3619.072,2099.06176,10640.071680000001
4359,SO - 0007261,2018-08-09,2018-08-20,OUR Ltd,Distributor,GUT930,Barrington,Product 11,10,Christchurch,578.88,347.328,2315.5200000000004
4360,SO - 0007884,2018-08-09,2018-08-13,S.S.S. Group,Wholesale,GUT930,Chartwell,Product 2,11,Hamilton,3674.28,1873.8827999999999,19804.369200000005
4361,SO - 0001529,2018-08-10,2018-08-20,Burt's Corp,Distributor,GUT930,Northcote,Product 11,5,North Shore,1313.2,906.108,2035.4600000000005
4362,SO - 0003298,2018-08-10,2018-08-24,Apollo Ltd,Distributor,GUT930,Kaiapoi,Product 5,6,Waimakariri,3091.38,2071.2246,6120.932400000001
4363,SO - 0003369,2018-08-10,2018-08-19,Avon Corp,Distributor,GUT930,Putaruru,Product 1,12,South Waikato,696.8000000000001,341.432,4264.416000000001
4364,SO - 0003696,2018-08-10,2018-08-17,S.S.S. Group,Distributor,GUT930,Rototuna,Product 5,5,Hamilton,2391.9,1889.6009999999999,2511.495000000001
4365,SO - 0004939,2018-08-10,2018-08-26,OHTA'S Corp,Wholesale,GUT930,Parklands,Product 2,8,Christchurch,1051.9,820.4820000000001,1851.344
4366,SO - 0005493,2018-08-10,2018-08-13,Wuxi Group,Export,GUT930,Atawhai,Product 2,6,Nelson,775.86,597.4122000000001,1070.6867999999995
4367,SO - 0005653,2018-08-10,2018-08-14,WakeFern ,Distributor,GUT930,Frimley,Product 13,5,Hastings,1132.032,566.016,2830.08
4368,SO - 0006628,2018-08-10,2018-08-13,Winthrop ,Wholesale,GUT930,Caversham,Product 1,5,Dunedin,651.24,436.3308,1074.546
4369,SO - 000957,2018-08-11,2018-08-21,WakeFern ,Distributor,GUT930,Turangi,Product 9,12,Taupo,659.28,408.75359999999995,3006.3168000000005
4370,SO - 0001025,2018-08-11,2018-08-16,Winthrop ,Distributor,GUT930,Kawakawa,Product 7,7,Far North,664.64,518.4192,1023.5455999999996
4371,SO - 0001186,2018-08-11,2018-08-21,Linde ,Export,GUT930,Harrowfield,Product 13,10,Hamilton,611.04,391.06559999999996,2199.744
4372,SO - 0002561,2018-08-11,2018-08-16,Victory Ltd,Wholesale,GUT930,Bay View,Product 11,9,Napier,2295.42,1377.252,8263.512
4373,SO - 0006002,2018-08-11,2018-08-18,Winthrop ,Wholesale,GUT930,Cambridge,Product 9,11,Waipa,3979.8,3343.032,7004.448
4374,SO - 000723,2018-08-12,2018-08-20,Ole Group,Export,GUT930,Queenwood,Product 5,10,Hamilton,598.98,281.5206,3174.594
4375,SO - 0001052,2018-08-12,2018-08-15,Winthrop ,Export,GUT930,Brightwater,Product 5,5,Tasman,853.312,503.45408,1749.2896
4376,SO - 0003923,2018-08-12,2018-08-28,Avon Corp,Export,GUT930,Titirangi,Product 1,5,Waitakere,1189.92,523.5648,3331.7760000000003
4377,SO - 0007044,2018-08-12,2018-08-26,Eminence Corp,Distributor,GUT930,Riverside,Product 2,12,Whangarei,1256.384,904.59648,4221.45024
4378,SO - 0007334,2018-08-12,2018-08-22,Ohio ,Wholesale,GUT930,Ranfurly,Product 7,9,Central Otago,263.712,166.13856,878.1609599999998
4379,SO - 0007761,2018-08-12,2018-08-27,OHTA'S Corp,Distributor,GUT930,Parklands,Product 11,10,Christchurch,2315.52,1551.3984,7641.215999999999
4380,SO - 000291,2018-08-13,2018-08-23,"PEDIFIX, Corp",Export,GUT930,Kaiapoi,Product 10,6,Waimakariri,3979.8,1790.91,13133.340000000002
4381,SO - 000549,2018-08-13,2018-08-25,Linde ,Export,GUT930,Otaki Beach,Product 5,8,Kapiti Coast,1862.6000000000001,1098.934,6109.328000000001
4382,SO - 0002854,2018-08-13,2018-08-31,U.S. Ltd,Wholesale,GUT930,Waimate,Product 1,7,Waimate,2264.6,1109.654,8084.621999999999
4383,SO - 0003112,2018-08-13,2018-08-22,Ascend Ltd,Export,GUT930,Eketahuna,Product 1,9,Tararua,659.28,461.496,1780.056
4384,SO - 0004745,2018-08-13,2018-08-22,Ascend Ltd,Wholesale,GUT930,Tokoroa,Product 2,6,South Waikato,4026.8340000000003,3100.6621800000003,5557.03092
4385,SO - 0007620,2018-08-13,2018-08-16,Ole Group,Distributor,GUT930,Te Atatu Peninsula,Product 1,9,Waitakere,2414.6130000000003,2004.12879,3694.357890000003
4386,SO - 0007712,2018-08-13,2018-08-26,Nipro ,Wholesale,GUT930,Pukekohe,Product 1,10,Franklin,4046.331,2063.62881,19827.0219
4387,SO - 000622,2018-08-14,2018-08-29,ETUDE Ltd,Export,GUT930,Favona,Product 2,11,Manukau,3485.34,2021.4972,16102.270800000002
4388,SO - 000988,2018-08-14,2018-08-31,Sundial ,Distributor,GUT930,Whitianga,Product 1,8,Thames-Coromandel,3832.4,3142.5679999999998,5518.656000000003
4389,SO - 0001415,2018-08-14,2018-08-28,Sundial ,Distributor,GUT930,Parklands,Product 1,11,Christchurch,2371.7999999999997,1944.8759999999997,4696.164
4390,SO - 0001729,2018-08-14,2018-08-18,Trigen ,Wholesale,GUT930,Opaheke,Product 7,5,Papakura,510.53999999999996,291.0077999999999,1097.6610000000003
4391,SO - 0002270,2018-08-14,2018-08-21,AuroMedics Corp,Wholesale,GUT930,Northcote,Product 1,6,North Shore,1513.664,923.33504,3541.97376
4392,SO - 0002629,2018-08-14,2018-08-21,Weimei Corp,Wholesale,GUT930,Turangi,Product 7,9,Taupo,627.12,332.3736,2652.7176
4393,SO - 0004800,2018-08-14,2018-08-22,Llorens Ltd,Wholesale,GUT930,Napier South,Product 5,12,Napier,128.64000000000001,84.9024,524.8512000000002
4394,SO - 0007997,2018-08-14,2018-08-18,Llorens Ltd,Wholesale,GUT930,Algies Bay,Product 7,8,Rodney,4232.792,3047.6102400000004,9481.45408
4395,SO - 000774,2018-08-15,2018-09-02,Pure Group,Wholesale,GUT930,Maraenui,Product 1,12,Napier,1563.78,938.2679999999999,7506.144
4396,SO - 0001585,2018-08-15,2018-08-22,S.S.S. Group,Wholesale,GUT930,Kawakawa,Product 2,8,Far North,2109.2940000000003,1518.6916800000001,4724.8185600000015
4397,SO - 0003679,2018-08-15,2018-08-29,Niconovum Corp,Wholesale,GUT930,Turangi,Product 1,6,Taupo,3786.84,1931.2884000000001,11133.3096
4398,SO - 0005019,2018-08-15,2018-08-20,AuroMedics Corp,Distributor,GUT930,Timaru Central,Product 6,5,Timaru,2950.278,1475.139,7375.695
4399,SO - 0005300,2018-08-15,2018-08-27,OUR Ltd,Wholesale,GUT930,Chartwell,Product 3,6,Hamilton,2327.58,1117.2384,7262.0496
4400,SO - 0005474,2018-08-15,2018-08-25,Pure Group,Distributor,GUT930,Thames,Product 11,11,Thames-Coromandel,4020.0,3417.0,6633.0
4401,SO - 0005578,2018-08-15,2018-08-31,Prasco Group,Distributor,GUT930,Sandringham,Product 1,10,Auckland,2613.0,1332.63,12803.699999999999
4402,SO - 0006463,2018-08-15,2018-08-19,Uriel Group,Wholesale,GUT930,Bay View,Product 2,5,Napier,671.34,295.38960000000003,1879.752
4403,SO - 0008088,2018-08-15,2018-08-25,"Apotheca, Ltd",Distributor,GUT930,Thames,Product 13,5,Thames-Coromandel,2049.6639999999998,1229.7984,4099.3279999999995
4404,SO - 0001637,2018-08-16,2018-09-03,Apollo Ltd,Wholesale,GUT930,Whitianga,Product 13,12,Thames-Coromandel,5232.7,3610.5629999999996,19465.644
4405,SO - 0005276,2018-08-16,2018-08-31,"Exact-Rx, Corp",Distributor,GUT930,Dannemora,Product 1,7,Manukau,1415.04,877.3248,3764.0063999999998
4406,SO - 0005364,2018-08-16,2018-09-01,Avon Corp,Distributor,GUT930,Kingsland,Product 2,7,Auckland,2726.9,2045.1750000000002,4772.074999999999
4407,SO - 0005884,2018-08-16,2018-08-20,Capweld ,Wholesale,GUT930,Timaru Central,Product 11,7,Timaru,1041.1799999999998,708.0024000000001,2332.243199999998
4408,SO - 0007530,2018-08-16,2018-08-27,"Apotheca, Ltd",Export,GUT930,Cashmere,Product 9,7,Christchurch,7738.299,6345.40518,9750.25674
4409,SO - 0001017,2018-08-17,2018-09-01,Medsep Group,Wholesale,GUT930,Napier South,Product 11,12,Napier,1921.56,960.78,11529.36
4410,SO - 0004149,2018-08-17,2018-08-21,Uriel Group,Distributor,GUT930,Opaheke,Product 1,11,Papakura,3863.488,2627.17184,13599.477759999998
4411,SO - 0006242,2018-08-17,2018-08-29,Eminence Corp,Wholesale,GUT930,Henderson,Product 14,9,Waitakere,2347.68,1643.376,6338.735999999999
4412,SO - 0007475,2018-08-17,2018-08-27,Dharma Ltd,Export,GUT930,Oamaru North,Product 9,12,Waitaki,951.4,780.1479999999999,2055.024000000001
4413,SO - 0001699,2018-08-18,2018-08-24,Procter Corp,Wholesale,GUT930,Riverside,Product 2,9,Whangarei,1479.36,991.1712,4393.699199999999
4414,SO - 0002900,2018-08-18,2018-08-26,"3LAB, Ltd",Distributor,GUT930,Chartwell,Product 11,10,Hamilton,542.6999999999999,417.879,1248.2099999999991
4415,SO - 0003240,2018-08-18,2018-08-23,"Apotheca, Ltd",Distributor,GUT930,Onekawa Industrial,Product 2,11,Napier,3617.799,2351.56935,13928.526149999998
4416,SO - 0003550,2018-08-18,2018-08-28,Avon Corp,Wholesale,GUT930,Saint Kilda,Product 1,7,Dunedin,615.0600000000001,381.33720000000005,1636.0596
4417,SO - 0004460,2018-08-18,2018-08-23,Linde ,Wholesale,GUT930,Brightwater,Product 11,12,Tasman,6029.598000000001,4401.60654,19535.897520000013
4418,SO - 0006543,2018-08-18,2018-08-26,Winthrop ,Distributor,GUT930,Caversham,Product 7,8,Dunedin,454.26,299.8116,1235.5872
4419,SO - 0006712,2018-08-18,2018-08-24,Victory Ltd,Distributor,GUT930,Raglan,Product 6,11,Waikato,864.3000000000001,388.93500000000006,5229.015
4420,SO - 0007257,2018-08-18,2018-09-02,Ascend Ltd,Distributor,GUT930,Cashmere,Product 11,12,Christchurch,1105.5,906.5099999999999,2387.8800000000015
4421,SO - 0007420,2018-08-18,2018-08-24,Winthrop ,Export,GUT930,Opawa,Product 2,6,Christchurch,124.62,92.2188,194.40720000000002
4422,SO - 000706,2018-08-19,2018-08-22,New Ltd,Wholesale,GUT930,Whangamata,Product 1,8,Thames-Coromandel,558.78,463.7874,759.9407999999999
4423,SO - 0003113,2018-08-19,2018-09-04,Procter Corp,Wholesale,GUT930,New Lynn,Product 7,8,Waitakere,1910.438,1375.51536,4279.38112
4424,SO - 0003384,2018-08-19,2018-08-26,Prasco Group,Distributor,GUT930,Ngapuna,Product 1,10,Rotorua,5313.1,3772.301,15407.990000000005
4425,SO - 0003817,2018-08-19,2018-08-31,OUR Ltd,Wholesale,GUT930,Highbury,Product 11,11,Palmerston North,276.978,116.33076,1767.1196400000001
4426,SO - 0007509,2018-08-19,2018-09-04,Medsep Group,Distributor,GUT930,Northcote,Product 13,6,North Shore,2134.62,1088.6562000000001,6275.782799999999
4427,SO - 0007694,2018-08-19,2018-09-02,Linde ,Distributor,GUT930,Nightcaps,Product 2,5,Southland,1105.5,884.4000000000001,1105.4999999999995
4428,SO - 000762,2018-08-20,2018-08-27,Eminence Corp,Wholesale,GUT930,Pukekohe,Product 14,7,Franklin,1633.7280000000003,914.8876800000003,5031.88224
4429,SO - 0001182,2018-08-20,2018-08-27,Amylin Group,Wholesale,GUT930,Thames,Product 2,10,Thames-Coromandel,2038.2740000000001,1059.9024800000002,9783.715199999999
4430,SO - 0001816,2018-08-20,2018-08-26,OHTA'S Corp,Export,GUT930,Timaru Central,Product 2,12,Timaru,1105.5,442.2,7959.599999999999
4431,SO - 0004853,2018-08-20,2018-08-23,Amylin Group,Wholesale,GUT930,Raglan,Product 7,12,Waikato,2570.9240000000004,1799.6468,9255.326400000005
4432,SO - 0005584,2018-08-20,2018-08-25,"3LAB, Ltd",Wholesale,GUT930,Hillsborough,Product 9,5,Auckland,112.55999999999999,83.29439999999998,146.32800000000003
4433,SO - 0006666,2018-08-20,2018-08-28,Rochester Ltd,Wholesale,GUT930,Turangi,Product 1,8,Taupo,2487.04,1417.6128,8555.417599999999
4434,SO - 0006988,2018-08-20,2018-08-25,Linde ,Wholesale,GUT930,Atawhai,Product 11,7,Nelson,604.6080000000001,296.25792,2158.45056
4435,SO - 0007291,2018-08-20,2018-09-04,"3LAB, Ltd",Wholesale,GUT930,Ranfurly,Product 1,5,Central Otago,227.264,188.62912,193.17440000000005
4436,SO - 0007661,2018-08-20,2018-09-05,Ohio ,Export,GUT930,Pukekohe,Product 9,5,Franklin,3019.02,2535.9768,2415.2160000000003
4437,SO - 000537,2018-08-21,2018-09-02,U.S. Ltd,Distributor,GUT930,Cashmere,Product 11,8,Christchurch,1495.44,792.5832000000001,5622.854399999999
4438,SO - 0003768,2018-08-21,2018-09-06,Medsep Group,Export,GUT930,Kawakawa,Product 5,12,Far North,611.04,403.2864,2493.043199999999
4439,SO - 0005426,2018-08-21,2018-09-01,Sundial ,Wholesale,GUT930,Milson,Product 5,10,Palmerston North,2499.1,1949.298,5498.019999999999
4440,SO - 0006672,2018-08-21,2018-08-31,Qualitest ,Wholesale,GUT930,Parklands,Product 7,5,Christchurch,2363.7599999999998,1441.8935999999999,4609.331999999999
4441,SO - 0007553,2018-08-21,2018-08-26,"Fenwal, Corp",Export,GUT930,Raglan,Product 7,9,Waikato,623.1,417.47700000000003,1850.607
4442,SO - 0003098,2018-08-22,2018-09-02,Pure Group,Wholesale,GUT930,Dinsdale,Product 5,11,Hamilton,124.62,57.32520000000001,740.2428
4443,SO - 0003668,2018-08-22,2018-09-02,Pacific Ltd,Wholesale,GUT930,Kawakawa,Product 11,5,Far North,1511.5200000000002,1118.5248,1964.9760000000015
4444,SO - 0003801,2018-08-22,2018-09-01,Sundial ,Export,GUT930,Putaruru,Product 1,7,South Waikato,1343.2830000000001,1061.1935700000001,1974.62601
4445,SO - 0003814,2018-08-22,2018-08-28,21st Ltd,Distributor,GUT930,Onekawa Industrial,Product 1,6,Napier,2534.208,2052.7084800000002,2888.997119999999
4446,SO - 0007101,2018-08-22,2018-09-09,New Ltd,Export,GUT930,Sandringham,Product 11,12,Auckland,100.5,56.28000000000001,530.6399999999999
4447,SO - 0007781,2018-08-22,2018-08-29,Wuxi Group,Export,GUT930,Bay View,Product 11,10,Napier,1936.3,1064.9650000000001,8713.349999999999
4448,SO - 000389,2018-08-23,2018-09-10,Pacific Ltd,Export,GUT930,Caversham,Product 11,9,Dunedin,100.5,67.33500000000001,298.4849999999999
4449,SO - 0002039,2018-08-23,2018-09-08,Ascend Ltd,Wholesale,GUT930,Maraenui,Product 12,12,Napier,3999.9,2239.9440000000004,21119.471999999994
4450,SO - 0003820,2018-08-23,2018-09-09,Medline ,Wholesale,GUT930,Bay View,Product 5,6,Napier,2367.78,1917.9018,2699.2692000000006
4451,SO - 0004450,2018-08-23,2018-09-08,O.E. Ltd,Wholesale,GUT930,Tokoroa,Product 12,10,South Waikato,1260.873,819.56745,4413.0555
4452,SO - 0007724,2018-08-23,2018-08-28,Wuxi Group,Wholesale,GUT930,Ranfurly,Product 1,11,Central Otago,261.3,138.489,1350.921
4453,SO - 000623,2018-08-24,2018-08-27,Ohio ,Distributor,GUT930,Redwood,Product 9,8,Christchurch,2355.7200000000003,1107.1884,9988.252800000002
4454,SO - 0003231,2018-08-24,2018-09-02,Wuxi Group,Distributor,GUT930,Palmerston North,Product 7,6,Palmerston North,1792.384,806.5728,5914.8672
4455,SO - 0005643,2018-08-24,2018-08-31,OHTA'S Corp,Distributor,GUT930,Nightcaps,Product 7,6,Southland,100.5,52.260000000000005,289.43999999999994
4456,SO - 000568,2018-08-25,2018-09-06,Rochester Ltd,Wholesale,GUT930,Manurewa East,Product 5,8,Manukau,2009.8660000000002,1004.9330000000001,8039.464000000001
4457,SO - 0002509,2018-08-25,2018-09-04,Weimei Corp,Distributor,GUT930,Waimate,Product 8,10,Waimate,227.264,111.35936000000001,1159.0464
4458,SO - 0003041,2018-08-25,2018-09-01,Uriel Group,Wholesale,GUT930,Cashmere,Product 3,11,Christchurch,3383.5,2131.605,13770.845
4459,SO - 0005577,2018-08-25,2018-09-01,"Fenwal, Corp",Wholesale,GUT930,Wanaka,Product 1,10,Queenstown-Lakes,1411.0200000000002,776.061,6349.590000000002
4460,SO - 0007451,2018-08-25,2018-08-30,OHTA'S Corp,Export,GUT930,Brightwater,Product 2,11,Tasman,566.82,283.41,3117.51
4461,SO - 0003439,2018-08-26,2018-08-30,Mylan Corp,Export,GUT930,Parahaki,Product 1,10,Whangarei,611.04,501.05279999999993,1099.8720000000003
4462,SO - 0004119,2018-08-26,2018-09-08,Victory Ltd,Distributor,GUT930,Timaru Central,Product 9,8,Timaru,2379.84,1903.872,3807.7440000000006
4463,SO - 0004146,2018-08-26,2018-09-11,Prasco Group,Export,GUT930,Otaki Beach,Product 5,11,Kapiti Coast,3725.2000000000003,2458.6320000000005,13932.247999999998
4464,SO - 0004150,2018-08-26,2018-09-09,Capweld ,Export,GUT930,Rototuna,Product 11,11,Hamilton,3872.6,2826.998,11501.622
4465,SO - 0006768,2018-08-26,2018-08-30,Winthrop ,Wholesale,GUT930,Northcote,Product 2,8,North Shore,3300.4199999999996,1452.1848,14785.881599999997
4466,SO - 0006865,2018-08-26,2018-09-13,Capweld ,Wholesale,GUT930,Farm Cove,Product 5,10,Manukau,2585.128,1447.6716800000004,11374.563199999997
4467,SO - 000181,2018-08-27,2018-08-31,21st Ltd,Distributor,GUT930,Titirangi,Product 5,6,Waitakere,853.312,554.6528,1791.9552000000003
4468,SO - 000346,2018-08-27,2018-08-30,O.E. Ltd,Wholesale,GUT930,Cashmere,Product 11,5,Christchurch,4133.3640000000005,1984.0147200000001,10746.746400000002
4469,SO - 0002289,2018-08-27,2018-09-09,Amylin Group,Wholesale,GUT930,Waimate,Product 5,8,Waimate,2991.4829999999997,2213.69742,6222.284639999998
4470,SO - 0003107,2018-08-27,2018-09-01,"Exact-Rx, Corp",Wholesale,GUT930,Regent,Product 7,5,Whangarei,1080.576,551.0937600000001,2647.4111999999996
4471,SO - 0003648,2018-08-27,2018-09-05,Medsep Group,Distributor,GUT930,Sandringham,Product 8,11,Auckland,1193.1360000000002,477.2544000000001,7874.697600000001
4472,SO - 0004690,2018-08-27,2018-09-14,Weimei Corp,Distributor,GUT930,Cambridge,Product 7,9,Waipa,1011.7,526.0840000000001,4370.544
4473,SO - 0005250,2018-08-27,2018-09-01,Dharma Ltd,Wholesale,GUT930,Stewart Island,Product 9,7,Southland,1326.6,835.758,3435.8939999999993
4474,SO - 0005773,2018-08-27,2018-09-04,Trigen ,Wholesale,GUT930,Napier South,Product 1,12,Napier,2363.7599999999998,1489.1688,10495.094399999998
4475,SO - 0003183,2018-08-28,2018-09-02,Pure Group,Wholesale,GUT930,Favona,Product 11,9,Manukau,1011.7,485.616,4734.756
4476,SO - 0003234,2018-08-28,2018-09-05,Victory Ltd,Distributor,GUT930,Riverside,Product 4,7,Whangarei,655.2600000000001,497.99760000000003,1100.8368000000005
4477,SO - 0003785,2018-08-28,2018-09-06,Pacific Ltd,Distributor,GUT930,Henderson,Product 2,12,Waitakere,1815.7,1143.891,8061.708
4478,SO - 0005801,2018-08-28,2018-09-12,Medline ,Wholesale,GUT930,Putaruru,Product 5,12,South Waikato,4878.6720000000005,3073.5633599999996,21661.30368000001
4479,SO - 0006541,2018-08-28,2018-09-05,Eminence Corp,Wholesale,GUT930,Turangi,Product 5,8,Taupo,1078.7,658.0070000000001,3365.544
4480,SO - 0007264,2018-08-28,2018-09-09,Sundial ,Wholesale,GUT930,Cannons Creek,Product 5,10,Porirua,268.0,211.72,562.8
4481,SO - 0007442,2018-08-28,2018-09-12,Prasco Group,Distributor,GUT930,Onekawa Industrial,Product 5,5,Napier,518.58,217.80360000000002,1503.882
4482,SO - 0008055,2018-08-28,2018-09-09,Linde ,Wholesale,GUT930,Hunterville,Product 5,12,Rangitikei,5554.3,3499.2090000000003,24661.091999999997
4483,SO - 0002020,2018-08-29,2018-09-15,Eminence Corp,Wholesale,GUT930,Algies Bay,Product 13,11,Rodney,1543.68,1111.4496000000001,4754.534399999999
4484,SO - 0002982,2018-08-29,2018-09-05,Bare ,Wholesale,GUT930,North East Valley,Product 10,11,Dunedin,1335.0420000000001,707.57226,6902.167140000001
4485,SO - 0004389,2018-08-29,2018-09-07,E. Ltd,Wholesale,GUT930,Ngapuna,Product 14,7,Rotorua,1005.0,402.0,4221.0
4486,SO - 0006333,2018-08-29,2018-09-06,"Elorac, Corp",Distributor,GUT930,Putaruru,Product 2,11,South Waikato,207.70000000000002,103.85000000000001,1142.3500000000001
4487,SO - 0006668,2018-08-29,2018-09-06,Niconovum Corp,Distributor,GUT930,Tokoroa,Product 2,6,South Waikato,124.62,52.3404,433.6776
4488,SO - 0006765,2018-08-29,2018-09-13,"PEDIFIX, Corp",Wholesale,GUT930,Brightwater,Product 12,6,Tasman,3051.18,1800.1961999999999,7505.9028
4489,SO - 0007448,2018-08-29,2018-09-11,"Fenwal, Corp",Export,GUT930,Timaru Central,Product 7,8,Timaru,1415.04,1089.5808,2603.6736
4490,SO - 0007580,2018-08-29,2018-09-07,Burt's Corp,Wholesale,GUT930,Opaheke,Product 5,5,Papakura,2208.32,1501.6576000000002,3533.312
4491,SO - 0008026,2018-08-29,2018-09-02,WakeFern ,Export,GUT930,Freemans Bay,Product 2,5,Auckland,2819.494,1917.2559200000003,4511.1903999999995
4492,SO - 000539,2018-08-30,2018-09-08,OUR Ltd,Distributor,GUT930,Hamilton East,Product 7,6,Hamilton,570.8399999999999,228.33599999999998,2055.0239999999994
4493,SO - 0002974,2018-08-30,2018-09-14,Linde ,Wholesale,GUT930,Dinsdale,Product 10,8,Hamilton,1796.8060000000003,1257.7642,4312.334400000002
4494,SO - 0003406,2018-08-30,2018-09-09,Burt's Corp,Wholesale,GUT930,South Hill,Product 11,7,Waitaki,6137.2,4296.04,12888.119999999999
4495,SO - 0004856,2018-08-30,2018-09-10,Ei ,Wholesale,GUT930,Ngapuna,Product 2,7,Rotorua,3153.2880000000005,1576.6440000000002,11036.508000000002
4496,SO - 0005475,2018-08-30,2018-09-10,U.S. Ltd,Wholesale,GUT930,Tokoroa,Product 2,8,South Waikato,2365.1,1419.06,7568.32
4497,SO - 0005767,2018-08-30,2018-09-10,Wuxi Group,Wholesale,GUT930,Waimate,Product 2,9,Waimate,1740.6599999999999,1288.0883999999999,4073.1444
4498,SO - 0006026,2018-08-30,2018-09-07,Nipro ,Distributor,GUT930,Chartwell,Product 5,5,Hamilton,2542.784,1220.53632,6611.238400000001
4499,SO - 0006187,2018-08-30,2018-09-05,Llorens Ltd,Wholesale,GUT930,Farm Cove,Product 2,11,Manukau,2363.7599999999998,1323.7056000000002,11440.598399999995
4500,SO - 000665,2018-08-31,2018-09-12,Trigen ,Export,GUT930,Henderson,Product 7,12,Waitakere,916.1580000000001,531.37164,4617.4363200000025
4501,SO - 0001097,2018-08-31,2018-09-03,OUR Ltd,Wholesale,GUT930,Ebdentown,Product 2,6,Upper Hutt,2659.9,1915.128,4468.632000000001
4502,SO - 0001811,2018-08-31,2018-09-11,Burt's Corp,Wholesale,GUT930,Farm Cove,Product 2,9,Manukau,711.808,391.49440000000004,2882.8223999999996
4503,SO - 0001982,2018-08-31,2018-09-18,Capweld ,Distributor,GUT930,Bay View,Product 2,6,Napier,1264.96,619.8304,3870.7776
4504,SO - 0002387,2018-08-31,2018-09-15,Winthrop ,Wholesale,GUT930,Ebdentown,Product 13,5,Upper Hutt,3831.06,2260.3253999999997,7853.673000000001
4505,SO - 0003147,2018-08-31,2018-09-17,Sundial ,Distributor,GUT930,Pukekohe,Product 1,12,Franklin,154.36800000000002,69.46560000000001,1018.8288000000002
4506,SO - 0003345,2018-08-31,2018-09-10,Medsep Group,Wholesale,GUT930,Hunterville,Product 2,11,Rangitikei,965.8720000000001,666.45168,3293.6235200000006
4507,SO - 0003479,2018-08-31,2018-09-09,Prasco Group,Distributor,GUT930,Harewood,Product 2,11,Christchurch,2315.721,1458.90423,9424.98447
4508,SO - 0003513,2018-08-31,2018-09-06,Trigen ,Wholesale,GUT930,North East Valley,Product 12,10,Dunedin,627.12,388.8144,2383.0560000000005
